"Symbol";"Name";"Interesting";"Description";"Assets";"ETF_Currency";"Industry";"Region";"Region_Currency";"Capitalisation";"Weighting";"Type";"P/E";"Dividends";"Long-Short";"Leverage";"ER";"Liquidity";"FX_risk";"Short_Name";"Bloomberg_Ticker";"ISIN";"Indexname";"Bloomberg_Index";"Reuters_Index"
"A14Y6U";"UBS ETF (IE) Factor MSCI USA Low Volatility UCITS ETF (hedged to EUR) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Low Volatility";"No";"No";"Long";"No";0.35%;"Check";"No FX risk for EUR";"USA Low Volatility(hedged to EUR) A-acc";"Check";"IE00BWT3KJ20";"MSCI USA Select Dynamic 50% Risk Weighted 100% hedged to EUR Total Return Net";"M4CXUBG";".dMHUS0DRW0NEU"
"A14Z31";"UBS ETF (IE) Factor MSCI USA Low Volatility UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Low Volatility";"No";"No";"Long";"No";"Check";"Check";"No FX risk for GBP";"USA Low Volatility(hedged to GBP) A-dis";"Check";"IE00BXDZNF85";"MSCI USA Select Dynamic 50% Risk Weighted 100% hedged to GBP Total Return Net";"M5CXUBG";".dMHUS0DRW0NGB"
"A14XL9";"UBS ETF (IE) Factor MSCI USA Prime Value UCITS ETF (USD) A-dis";"Ok";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"No";"Long";"No";0.25%;"Check";"No FX risk for USD";"USA Prime Value(USD) A-dis";"Check";"IE00BX7RR706";"MSCI USA Prime Value Total Return Net";"M1CXUBA";".dMIUS0PRV0NUS"
"A14Z32";"UBS ETF (IE) Factor MSCI USA Prime Value UCITS ETF (hedged to CHF) A-acc";"Ok";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"No";"Long";"No";0.35%;"Check";"No FX risk for CHF";"USA Prime Value(hedged to CHF) A-acc";"Check";"IE00BX7RRC57";"MSCI USA Prime Value 100% hedged to CHF Total Return Net";"MXCXUBI";".dMHUS0PRV0NCH"
"A14Y6V";"UBS ETF (IE) Factor MSCI USA Prime Value UCITS ETF (hedged to EUR) A-acc";"Ok";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"No";"Long";"No";0.35%;"Check";"No FX risk for EUR";"USA Prime Value(hedged to EUR) A-acc";"Check";"IE00BWT3KL42";"MSCI USA Prime Value 100% hedged to EUR Total Return Net";"M1CXUBI";".dMIUS0PRV0ZEU"
"A14Z33";"UBS ETF (IE) Factor MSCI USA Prime Value UCITS ETF (hedged to GBP) A-dis";"Ok";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"No";"Long";"No";"Check";"Check";"No FX risk for GBP";"USA Prime Value(hedged to GBP) A-dis";"Check";"IE00BXDZNH00";"MSCI USA Prime Value 100% hedged to GBP Total Return Net";"M2CXUBI";".dMHUS0PRV0NGB"
"A14XMA";"UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"No";"Long";"No";0.25%;"Check";"No FX risk for USD";"USA Quality(USD) A-dis";"Check";"IE00BX7RRJ27";"MSCI USA Quality Total Return Net";"M1CXUBK";".dMIUS0000vNUS"
"A14Z34";"UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"No";"Long";"No";0.35%;"Check";"No FX risk for CHF";"USA Quality(hedged to CHF) A-acc";"Check";"IE00BX7RRN62";"MSCI USA Quality 100% hedged to CHF Total Return Net";"MXCXUBJ";".dMIHUS0CMNSNCH"
"A14Y6W";"UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"No";"Long";"No";0.35%;"Check";"No FX risk for EUR";"USA Quality(hedged to EUR) A-acc";"Check";"IE00BWT3KN65";"MSCI USA Quality 100% hedged to EUR Total Return Net";"M1CXUBJ";".dMIHUS0CMN0SEU"
"A14Z35";"UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"No";"Long";"No";"Check";"Check";"No FX risk for GBP";"USA Quality(hedged to GBP) A-dis";"Check";"IE00BXDZNK39";"MSCI USA Quality 100% hedged to GBP Total Return Net";"M2CXUBJ";".dMIHUS0CMNSNGB"
"A14XMB";"UBS ETF (IE) Factor MSCI USA Total Shareholder Yield UCITS ETF (USD) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"Dividends";"Long";"No";0.25%;"Check";"No FX risk for USD";"USA Total Shareholder Yield(USD) A-dis";"Check";"IE00BX7RRT25";"MSCI USA Total Shareholder Yield Total Return Net";"M1CXUBD";".dMIUS0TSHYNUS"
"A14Z36";"UBS ETF (IE) Factor MSCI USA Total Shareholder Yield UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"Dividends";"Long";"No";0.35%;"Check";"No FX risk for CHF";"USA Total Shareholder Yield(hedged to CHF) A-acc";"Check";"IE00BX7RRY77";"MSCI USA Total Shareholder Yield 100% hedged to CHF Total Return Net";"MXCXUBH";".dMIHUS0CMN0NCH"
"A14Z37";"UBS ETF (IE) Factor MSCI USA Total Shareholder Yield UCITS ETF (hedged to EUR) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"Dividends";"Long";"No";0.35%;"Check";"No FX risk for EUR";"USA Total Shareholder Yield(hedged to EUR) A-acc";"Check";"IE00BWT3KQ96";"MSCI USA Total Shareholder Yield 100% hedged to EUR Total Return Net";"M1CXUBH";".dMIHUS0CMN0NEU"
"A14Z38";"UBS ETF (IE) Factor MSCI USA Total Shareholder Yield UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"Dividends";"Long";"No";"Check";"Check";"No FX risk for GBP";"USA Total Shareholder Yield(hedged to GBP) A-dis";"Check";"IE00BXDZNM52";"MSCI USA Total Shareholder Yield 100% hedged to GBP Total Return Net";"M2CXUBH";".dMIHUS0CMN0NEU"
"A1C3US";"UBS ETF (IE) HFRX Global Hedge Fund Index SF UCITS ETF (CHF) A-acc";"Ok";"Check";"Alternatives";"USD";"HF all";"Broad";"Mixed";"No";"check";"No";"No";"No";"Long";"No";0.60%;"Check";"No FX risk for CHF";"HFRX Global Hedge Fund Index SF(CHF) A-acc";"Check";"IE00B5280Y01";"HFRX Global Hedge Fund Index hedged to CHF";"HFRXGLC";".HFRXGLC"
"A1C3UU";"UBS ETF (IE) HFRX Global Hedge Fund Index SF UCITS ETF (GBP) A-acc";"Ok";"Check";"Alternatives";"USD";"HF all";"Broad";"Mixed";"No";"check";"No";"No";"No";"Long";"No";0.60%;"Check";"No FX risk for GBP";"HFRX Global Hedge Fund Index SF(GBP) A-acc";"Check";"IE00B53B4246";"HFRX Global Hedge Fund Index hedged to GBP";"HFRXGLG";".HFRXGLG"
"A1C3UN";"UBS ETF (IE) HFRX Global Hedge Fund Index SF UCITS ETF (USD) A-acc";"Ok";"Check";"Alternatives";"USD";"HF all";"Broad";"Mixed";"No";"check";"No";"No";"No";"Long";"No";0.60%;"Check";"No FX risk for USD";"HFRX Global Hedge Fund Index SF(USD) A-acc";"Check";"IE00B53PTF40";"HFRX Global Hedge Fund Index";"HFRXGL";".HFRXGL"
"A12HUZ";"UBS ETF (IE) MAP Balanced 7 SF UCITS ETF (EUR) A-acc";"Ok";"Das Konzept der Risikoparität sorgt dafür, dass alle Portefeuillekomponenten gemessen an der Volatilität gleichmässig zum Risiko/Ertrag des Fonds beitragen. Der Fonds strebt eine annualisierte realisierte Volatilität von 7% an und ist gegen den EUR abgesichert.";"Alternatives";"USD";"Multi-assets";"Broad";"Mixed";"No";"check";"No";"No";"No";"Long";"No";0.60%;"Check";"No FX risk for EUR";"MAP Balanced 7 SF(EUR) A-acc";"Check";"IE00BTFR5140";"Kein repräsentativer Referenzindex verfügbar";0;0
"A1JZY0";"UBS ETF (IE) MSCI AC Asia Ex Japan SF UCITS ETF (USD) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Emerging Asia excl. Japan";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";0.45%;"Check";"No FX risk for USD";"AC Asia Ex Japan SF(USD) A-acc";"Check";"IE00B7WK2W23";"MSCI AC Asia ex Japan Total Return Net";"NDUECAXJ";".dMIAX00000NUS"
"A14VJU";"UBS ETF (IE) MSCI ACWI SF UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"Check";"Check";"No FX risk for CHF";"ACWI SF(hedged to CHF) A-acc";"Check";"IE00BYM11L64";"MSCI ACWI with Developed Markets 100% hedged to CHF Index";"MXCXUBL";".dMIWD00000ZCH"
"A14VJT";"UBS ETF (IE) MSCI ACWI SF UCITS ETF (hedged to EUR) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"Check";"Check";"No FX risk for EUR";"ACWI SF(hedged to EUR) A-acc";"Check";"IE00BYM11K57";"MSCI ACWI with Developed Markets 100% hedged to EUR Index";"MACXUIGB";".dMIWD00000ZEU"
"A14VJS";"UBS ETF (IE) MSCI ACWI SF UCITS ETF (hedged to USD) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"Check";"Check";"No FX risk for USD";"ACWI SF(hedged to USD) A-acc";"Check";"IE00BYM11J43";"MSCI ACWI with Developed Markets 100% hedged to USD Index";"MXCXDMH";".dMIWD00000ZUS"
"A1W5DD";"UBS ETF (IE) MSCI Australia UCITS ETF (AUD) A-acc";"Ok";"Check";"Equity";"AUD";"Diversified";"Developed Asia (Australia)";"AUD";"Mixed";"check";"No";"No";"No";"Long";"No";0.40%;"Check";"No FX risk for AUD";"Australia(AUD) A-acc";"Check";"IE00BD4TY451";"MSCI Australia Total Return Net";"M7AUE";".dMIAU00000NAU"
"A140DW";"UBS ETF (IE) MSCI Australia UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Equity";"AUD";"Diversified";"Developed Asia (Australia)";"AUD";"Mixed";"check";"No";"No";"No";"Long";"No";0.50%;"Check";"No FX risk for CHF";"Australia(hedged to CHF) A-acc";"Check";"IE00BX7RS779";"MSCI Australia Total Return Net hedged in CHF";"M0AUHCHF";".dMIAU00000ZCH"
"A140DY";"UBS ETF (IE) MSCI Australia UCITS ETF (hedged to EUR) A-acc";"Ok";"Check";"Equity";"AUD";"Diversified";"Developed Asia (Australia)";"AUD";"Mixed";"check";"No";"No";"No";"Long";"No";0.50%;"Check";"No FX risk for EUR";"Australia(hedged to EUR) A-acc";"Check";"IE00BWT3KS11";"MSCI Australia Total Return Net hedged in EUR";"M0AUHEUR";".dMIAU00000ZEU"
"A140D0";"UBS ETF (IE) MSCI Australia UCITS ETF (hedged to GBP) A-acc";"Ok";"Check";"Equity";"AUD";"Diversified";"Developed Asia (Australia)";"AUD";"Mixed";"check";"No";"No";"No";"Long";"No";0.50%;"Check";"No FX risk for GBP";"Australia(hedged to GBP) A-acc";"Check";"IE00BXDZNQ90";"MSCI Australia Total Return Net hedged in GBP";"M0AUHGBP";".dMIAU00000ZGB"
"A140D1";"UBS ETF (IE) MSCI Australia UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Equity";"AUD";"Diversified";"Developed Asia (Australia)";"AUD";"Mixed";"check";"No";"No";"No";"Long";"No";0.50%;"Check";"No FX risk for GBP";"Australia(hedged to GBP) A-dis";"Check";"IE00BXDZNP83";"MSCI Australia Total Return Net hedged in GBP";"M0AUHGBP";".dMIAU00000ZGB"
"A140D2";"UBS ETF (IE) MSCI Australia UCITS ETF (hedged to USD) A-acc";"Ok";"Check";"Equity";"AUD";"Diversified";"Developed Asia (Australia)";"AUD";"Mixed";"check";"No";"No";"No";"Long";"No";0.50%;"Check";"No FX risk for USD";"Australia(hedged to USD) A-acc";"Check";"IE00BX7RS555";"MSCI Australia 100% hedged to USD Total Return Net";"M0AUHUSD";".dMIAU00000ZUS"
"A1JGBJ";"UBS ETF (IE) MSCI Emerging Markets SF UCITS ETF (USD) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Emerging Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";0.45%;"Check";"No FX risk for USD";"Emerging Markets SF(USD) A-acc";"Check";"IE00B3Z3FS74";"MSCI Emerging Markets Total Return Net";"NDUEEGF";".dMIEF00000NUS"
"A0YFEL";"UBS ETF (IE) MSCI USA SF UCITS ETF (USD) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";0.15%;"Check";"No FX risk for USD";"USA SF(USD) A-acc";"Check";"IE00B3SC9K16";"MSCI USA Total Return Net";"NDDUUS";".dMIUS00000NUS"
"A1W5DG";"UBS ETF (IE) MSCI USA hedged CHF UCITS ETF (CHF) A-acc";"Ok";"Check";"Equity";"CHF";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for CHF";"USA hedged CHF(CHF) A-acc";"Check";"IE00BD4TYL27";"MSCI USA 100% hedged to CHF Total Return Net";"M0USHCHF";".dMIUS00000ZCH"
"A113UU";"UBS ETF (IE) MSCI USA hedged EUR UCITS ETF (EUR) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for EUR";"USA hedged EUR(EUR) A-dis";"Check";"IE00BD4TYF66";"MSCI USA 100% hedged to EUR Total Return Net";"M0USHEUR";".dMIUS00000ZEU"
"A1W5DF";"UBS ETF (IE) MSCI USA hedged GBP UCITS ETF (GBP) A-acc";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for GBP";"USA hedged GBP(GBP) A-acc";"Check";"IE00BD4TYJ05";"MSCI USA 100% hedged to GBP Total Return Net";"M0USHGBP";".dMIUS00000ZGB"
"A1W6R6";"UBS ETF (IE) MSCI USA hedged GBP UCITS ETF (GBP) A-dis";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for GBP";"USA hedged GBP(GBP) A-dis";"Check";"IE00BD4TYH80";"MSCI USA 100% hedged to GBP Total Return Net";"M0USHGBP";".dMIUS00000ZGB"
"A11477";"UBS ETF (IE) MSCI United Kingdom IMI Socially Responsible UCITS ETF (GBP) A-dis";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Europe (UK)";"GBP";"Mixed";"check";"ESG";"No";"No";"Long";"No";0.28%;"Check";"No FX risk for GBP";"United Kingdom IMI Socially Responsible(GBP) A-dis";"Check";"IE00BMP3HN93";"MSCI UK IMI Extended SRI 5% Issuer Capped Total Return Net";"M7GBISI";".dMIGB000FmNGB"
"A141GX";"UBS ETF (IE) MSCI United Kingdom IMI Socially Responsible UCITS ETF (hedged to CHF) A-dis";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Europe (UK)";"GBP";"Mixed";"check";"ESG";"No";"No";"Long";"No";0.38%;"Check";"No FX risk for CHF";"United Kingdom IMI Socially Responsible(hedged to CHF) A-dis";"Check";"IE00BZ0RTB90";"MSCI UK IMI Extended SRI 5% Issuer Capped 100% hedged to CHF Total Return Net";"MAGBSICH";".dMIGB0IES0ZCH"
"A1CTPT";"UBS ETF (IE) S&P 500 SF UCITS ETF (USD) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";0.05%;"Check";"No FX risk for USD";"S&P 500 SF(USD) A-acc";"Check";"IE00B4JY5R22";"S&P 500 Total Return Net";"SPTR500N";".SPXNTR"
"A1437Y";"UBS ETF (LU) Barclays Capital US Treasury 1-3 UCITS ETF (hedged to EUR) A-dis";"Ok";"Check";"Bonds";"USD";"State";"Developed North America (US)";"USD";"No";"check";"Intermediate-term";"No";"No";"Long";"No";"Check";"Check";"No FX risk for EUR";"Capital US Treasury 1-3(hedged to EUR) A-dis";"Check";"LU1324510525";"Barclays Capital US 1-3 Year Treasury Bond hedged to EUR Total Return";"UETF0035";".IUST1F"
"A1W40U";"UBS ETF (LU) Barclays EUR Treasury 1-10 UCITS ETF (EUR) A-dis";"Ok";"Check";"Bonds";"EUR";"State";"Developed Eurozone";"EUR";"No";"check";"Intermediate-term";"No";"No";"Long";"No";0.17%;"Check";"No FX risk for EUR";"EUR Treasury 1-10(EUR) A-dis";"Check";"LU0969639128";"Barclays EUR Treasury 1-10 Bond Index";"3LGP";".3LGP"
"A110QN";"UBS ETF (LU) Barclays Euro Area Liquid Corporates 1-5 UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Bonds";"EUR";"Corporate (Investment Grade)";"Developed Eurozone";"EUR";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";0.23%;"Check";"No FX risk for CHF";"Euro Area Liquid Corporates 1-5(hedged to CHF) A-acc";"Check";"LU1048314865";"Barclays Euro Area Liquid Corporates 1-5 Year (hedged to CHF) Total Return";"BLQ1TRCH";".BCLCOR15CHF"
"A110QJ";"UBS ETF (LU) Barclays Euro Area Liquid Corporates 1-5 UCITS ETF (hedged to USD) A-acc";"Ok";"Check";"Bonds";"EUR";"Corporate (Investment Grade)";"Developed Eurozone";"EUR";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";0.23%;"Check";"No FX risk for USD";"Euro Area Liquid Corporates 1-5(hedged to USD) A-acc";"Check";"LU1048314436";"Barclays Euro Area Liquid Corporates 1-5 Year (hedged to USD) Total Return";"BLQ1TRUH";".BCLCOR15USD"
"A14U71";"UBS ETF (LU) Barclays MSCI US Liquid Corporates Sustainable UCITS ETF (USD) A-dis";"Ok";"Check";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";0.20%;"Check";"No FX risk for USD";"US Liquid Corporates Sustainable(USD) A-dis";"Check";"LU1215461085";"Barclays MSCI US Liquid Corporates Sustainable Total Return";"BLQ5TRUU";"BLQ5TRUU=BARL"
"A140MA";"UBS ETF (LU) Barclays MSCI US Liquid Corporates Sustainable UCITS ETF (hedged to CHF) A-dis";"Ok";"Check";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";0.25%;"Check";"No FX risk for CHF";"US Liquid Corporates Sustainable(hedged to CHF) A-dis";"Check";"LU1215461754";"Barclays MSCI US Liquid Corporates Sustainable hedged to CHF Index";"BLQ5TRCH";"k.A."
"A14YV6";"UBS ETF (LU) Barclays MSCI US Liquid Corporates Sustainable UCITS ETF (hedged to EUR) A-acc";"Ok";"Check";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";0.25%;"Check";"No FX risk for EUR";"US Liquid Corporates Sustainable(hedged to EUR) A-acc";"Check";"LU1215461325";"Barclays MSCI US Liquid Corporates Sustainable hedged to EUR Index";"BLQ5TREH";"k.A."
"A14YV7";"UBS ETF (LU) Barclays MSCI US Liquid Corporates Sustainable UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";0.25%;"Check";"No FX risk for GBP";"US Liquid Corporates Sustainable(hedged to GBP) A-dis";"Check";"LU1215461598";"Barclays MSCI US Liquid Corporates Sustainable hedged to GBP Index";"BLQ5TRGH";"k.A."
"A110QW";"UBS ETF (LU) Barclays US Liquid Corporates 1-5 UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";0.23%;"Check";"No FX risk for CHF";"US Liquid Corporates 1-5(hedged to CHF) A-acc";"Check";"LU1048315755";"Barclays US Liquid Corporates 1-5 Year (hedged to CHF) Total Return";"BLQ3TRCH";".BCUSLC15CHF"
"A110QS";"UBS ETF (LU) Barclays US Liquid Corporates 1-5 UCITS ETF (hedged to EUR) A-acc";"Ok";"Check";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";0.23%;"Check";"No FX risk for EUR";"US Liquid Corporates 1-5(hedged to EUR) A-acc";"Check";"LU1048315243";"Barclays US Liquid Corporates 1-5 Year (hedged to EUR) Total Return";"BLQ3TREH";".BCUSLC15EUR"
"A110QT";"UBS ETF (LU) Barclays US Liquid Corporates 1-5 UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";0.23%;"Check";"No FX risk for GBP";"US Liquid Corporates 1-5(hedged to GBP) A-dis";"Check";"LU1048315326";"Barclays US Liquid Corporates 1-5 Year (hedged to GBP) Total Return";"BLQ3TRGH";".BCUSLC15GBP"
"A2AEYY";"UBS ETF (LU) Barclays US Liquid Corporates UCITS ETF (USD) A-DH-dis";"Ok";"Check";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";"Check";"Check";"No FX risk for USD";"US Liquid Corporates(USD) A-DH-dis";"Check";"LU1371467116";"Barclays US Liquid Corporates Total Return";"k.A.";"BDHITRUH"
"A110RC";"UBS ETF (LU) Barclays US Liquid Corporates UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";0.23%;"Check";"No FX risk for CHF";"US Liquid Corporates(hedged to CHF) A-acc";"Check";"LU1048317538";"Barclays US Liquid Corporates (hedged to CHF) Total Return";"BLQ4TRCH";".BCUSLCORCHF"
"A110Q9";"UBS ETF (LU) Barclays US Liquid Corporates UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";0.23%;"Check";"No FX risk for GBP";"US Liquid Corporates(hedged to GBP) A-dis";"Check";"LU1048317298";"Barclays US Liquid Corporates (hedged to GBP) Total Return";"BLQ4TRGH";".BCUSLCORGBP"
"A1439E";"UBS ETF (LU) Barclays USD Emerging Markets Sovereign UCITS ETF (USD) A-dis";"Ok";"Check";"Bonds";"USD";"State";"Emerging Broad";"Mixed";"No";"check";"All-Term";"No";"No";"Long";"No";"Check";"Check";"No FX risk for USD";"USD Emerging Markets Sovereign(USD) A-dis";"Check";"LU1324516050";"Barclays Emerging Markets USD Sovereign & Agency 3% Country Capped Index";"BEMUTRUU";".ISBEMEUR"
"A1439M";"UBS ETF (LU) Barclays USD Emerging Markets Sovereign UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Bonds";"USD";"State";"Emerging Broad";"Mixed";"No";"check";"All-Term";"No";"No";"Long";"No";"Check";"Check";"No FX risk for CHF";"USD Emerging Markets Sovereign(hedged to CHF) A-acc";"Check";"LU1324516720";"Barclays Emerging Markets USD Sovereign & Agency 3% Country Capped Index hedged to CHF";"BEMUTRCH";"k.A."
"A1439H";"UBS ETF (LU) Barclays USD Emerging Markets Sovereign UCITS ETF (hedged to EUR) A-acc";"Ok";"Check";"Bonds";"USD";"State";"Emerging Broad";"Mixed";"No";"check";"All-Term";"No";"No";"Long";"No";"Check";"Check";"No FX risk for EUR";"USD Emerging Markets Sovereign(hedged to EUR) A-acc";"Check";"LU1324516308";"Barclays Emerging Markets USD Sovereign & Agency 3% Country Capped Index hedged to EUR";"BEMUTREH";"k.A."
"A1439J";"UBS ETF (LU) Barclays USD Emerging Markets Sovereign UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Bonds";"USD";"State";"Emerging Broad";"Mixed";"No";"check";"All-Term";"No";"No";"Long";"No";"Check";"Check";"No FX risk for GBP";"USD Emerging Markets Sovereign(hedged to GBP) A-dis";"Check";"LU1324516480";"Barclays Emerging Markets USD Sovereign & Agency 3% Country Capped Index hedged to GBP";"BEMUTRGH";"k.A."
"794 357";"UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Europe";"Mixed";"Large";"check";"No";"No";"No";"Long";"No";0.15%;"Check";"No FX risk for EUR";"EURO50(EUR) A-dis";"Check";"LU0136234068";"EURO STOXX 50® Net Return";"SX5T";".STOXX50ER"
"794 362";"UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Europe (UK)";"GBP";"Large";"check";"No";"No";"No";"Long";"No";0.20%;"Check";"No FX risk for GBP";"FTSE 100(GBP) A-dis";"Check";"LU0136242590";"FTSE 100 Total Return";"TUKXG";".TFTSE"
"A14XHB";"UBS ETF (LU) Factor MSCI EMU Low Volatility UCITS ETF (EUR) A-dis";"Ok";"Ok";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Low Volatility";"No";"No";"Long";"No";0.28%;"Check";"No FX risk for EUR";"EMU Low Volatility(EUR) A-dis";"Check";"LU1215454460";"MSCI EMU Select Dynamic 50% Risk Weighted Total Return Net";"M7CXEMRW";".dMIEM0DYR0NEU"
"A14XHC";"UBS ETF (LU) Factor MSCI EMU Low Volatility UCITS ETF (hedged to CHF) A-acc";"Ok";"Ok";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Low Volatility";"No";"No";"Long";"No";0.38%;"Check";"No FX risk for CHF";"EMU Low Volatility(hedged to CHF) A-acc";"Check";"LU1215454973";"MSCI EMU Select Dynamic 50% Risk Weighted 100% hedged to CHF Total Return Net";"MXCXUBG";".dMHEF0DRW0NCH"
"A14XHD";"UBS ETF (LU) Factor MSCI EMU Low Volatility UCITS ETF (hedged to GBP) A-dis";"Ok";"Ok";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Low Volatility";"No";"No";"Long";"No";"Check";"Check";"No FX risk for GBP";"EMU Low Volatility(hedged to GBP) A-dis";"Check";"LU1215455350";"MSCI EMU Select Dynamic 50% Risk Weighted 100% hedged to GBP Total Return Net";"M2CXUBG";".dMHEF0DRW0NGB"
